CLT AGE,CLT CATEGORIE,SEGMENT,CLT REV MENS NET,MMM,VOLUME DES REVENUS,CREDIT CONSO,CREDIT IMMO,CLASSE DE RISQUE,PRIME_ASSURANCE
58,7000,CLASSE MOYENNE,5966.7,1717.145,2943.027,8229.414,10366.198,1,0
45,7000,HAUT DE GAMME,2289.21,3752.877,2797.732,17430.929,9811.041,1,0
60,7000,HAUT DE GAMME,2335.58,3506.868,1143.445,36702.557,43003.561,1,0
48,7000,HAUT DE GAMME,30000,10711.633,0.5876,0,120253.799,0,753.192
60,7000,HAUT DE GAMME,12295,3506.868,1143.445,36702.557,43003.561,0,697.34
43,7000,CLASSE MOYENNE,2164,3331.948,75.804,8775.223,21385.927,0,268.745
59,7000,CLASSE MOYENNE,2796,2591.178,8717.862,0,98915.817,0,925.852
54,7000,GRAND PUBLIC,2200,1400.681,431.283,0,13026.326,0,138.736
48,7000,CLASSE MOYENNE,3484.44,1764.908,3833.654,15000,26141.003,1,0
29,7000,HAUT DE GAMME,4317.45,7649.346,41299.192,44922.779,48708.973,1,0
67,7000,HAUT DE GAMME,4014.55,12200.709,18.638,0,64053.873,1,0
59,7000,HAUT DE GAMME,4947.11,2635.874,73.434,7583.459,78347.832,0,669.82
50,7000,HAUT DE GAMME,1976.23,807.692,11.096,0,40527.816,1,0
29,7000,HAUT DE GAMME,2360.85,4836.208,6103.629,27604.218,31491.523,1,0
41,7000,CLASSE MOYENNE,5725.27,2149.012,0,0,84773.016,1,0
37,7000,CLASSE MOYENNE,3505.11,14834.395,18348.844,0,15466.016,1,0
30,7000,CLASSE MOYENNE,3973.26,1553.647,15.523,5992.474,20826.773,1,0
33,7000,CLASSE MOYENNE,5246.31,3230.885,2367.79,21140.384,11534.329,1,0
28,7000,HAUT DE GAMME,1998.53,9110.079,18920.731,0,6038.935,1,0
43,7000,CLASSE MOYENNE,2139.65,1582.849,47.406,0,15795.827,1,0
63,7000,CLASSE MOYENNE,1067.01,4463.545,13338.447,20362.269,12034.336,1,0
24,7000,GRAND PUBLIC,3153.92,354.395,309.992,0,15450.754,0,80
57,7000,HAUT DE GAMME,3105.55,7751.88,0,18107.252,67144.1,1,0
63,7000,HAUT DE GAMME,1142.39,3379.12,10573.881,0,185751.795,1,0
72,7000,HAUT DE GAMME,1178.93,3561.471,4236.094,10243.545,18728.843,1,0
63,7000,HAUT DE GAMME,3341.19,4950.409,0,3623.053,61587.679,1,0
38,7000,CLASSE MOYENNE,1940.59,1411.472,19.803,3313.081,13237.774,1,0
46,7000,HAUT DE GAMME,6150,8707.044,0,43269.066,56516.64,0,884.932
59,7150,TRE,20400,4560.618,0,0,143773.246,0,821.21
38,6000,CLASSE MOYENNE,5000,13048.646,7763.686,0,40643.199,0,190.558
37,7000,HAUT DE GAMME,2350,8244.714,20970.295,0,96628.577,0,1004.937
34,7000,CLASSE MOYENNE,1024,1652.751,16.862,2327.303,42895.288,0,735.094
38,7000,CLASSE MOYENNE,1433,578.986,16.668,1056.648,40130.123,0,526.467
28,7000,HAUT DE GAMME,5769.43,1776.632,1082.177,0,65850.742,1,0
73,7000,CLASSE MOYENNE,3817.45,4117.269,12804.351,0,91053.692,1,0
53,7000,CLASSE MOYENNE,4616.19,1184.865,238.228,12014.885,14213.548,1,0
22,7000,CLASSE MOYENNE,3631.14,2535.933,3938.469,0,36348.37,1,0
24,6000,CLASSE MOYENNE,863.93,13048.646,7763.686,0,40643.199,1,0
71,6000,HAUT DE GAMME,5939.24,164017.692,14595.522,20710.299,131935.468,1,0
30,7000,GRAND PUBLIC,5620.3,1738.696,343.867,2648.702,11325.008,1,0
40,7000,CLASSE MOYENNE,4401.71,1198.208,536.677,0,11276.991,1,0
65,7000,CLASSE MOYENNE,4571.18,1182.824,0,5066.741,19377.05,1,0
31,7000,CLASSE MOYENNE,3130.8,1198.208,536.677,0,11276.991,1,0
51,7000,CLASSE MOYENNE,3756.04,2589.028,0,0,61216.451,1,0
65,7000,HAUT DE GAMME,4125.03,18262.787,5793.66,16933.298,9132.628,1,0
53,7000,HAUT DE GAMME,4000,3577.772,0,18974.993,172425.869,0,2001.399
63,7000,HAUT DE GAMME,1271,66337.957,3836.571,18423.674,33803.896,0,1532.88
48,7000,CLASSE MOYENNE,0,4276.569,2131.269,5426.309,31255.796,0,750.447
58,7000,CLASSE MOYENNE,1134,1698.538,0,0,31334.895,0,441.401
64,7000,CLASSE MOYENNE,2467.08,2535.933,3938.469,0,36348.37,0,425.276
36,7000,CLASSE MOYENNE,1646.17,2059.05,612.736,0,58165.242,1,0
36,7000,CLASSE MOYENNE,1441.24,3250.142,150.316,19000,15218.19,1,0
72,7000,CLASSE MOYENNE,5551.49,925.072,0,0,12429.644,1,0
73,7000,CLASSE MOYENNE,1026.61,3225.094,2074.375,5487.555,23312.635,1,0
32,7000,HAUT DE GAMME,5207.42,18395.136,5842.986,16475.493,160000,0,1153.224
56,7000,CLASSE MOYENNE,2416.26,1746.641,2788.913,10392.769,75507.587,1,0
64,7150,TRE,5987.07,2873.716,0,0,68383.713,1,0
61,7000,CLASSE MOYENNE,5878.81,1228.775,2135.301,3236.026,39194.701,1,0
64,7000,CLASSE MOYENNE,1692.01,1860.484,0,0,36717.88,1,0
42,7000,HAUT DE GAMME,4343.88,2266.721,2496.949,0,36690.281,1,0
73,7000,GRAND PUBLIC,1325.57,1738.696,343.867,2648.702,11325.008,1,0
59,7000,HAUT DE GAMME,951.38,4317.223,339.903,6553.769,26879.527,1,0
47,7000,CLASSE MOYENNE,3585.43,2382.527,312.347,21525.418,40250.233,1,0
44,7000,CLASSE MOYENNE,2905.21,1324.377,47.715,0,58017.922,1,0
61,7000,CLASSE MOYENNE,3445.51,3492.486,9924.779,0,15822.052,1,0
30,7000,CLASSE MOYENNE,3883.05,1992.05,1603.873,3288.485,12160.911,0,104.574
44,7000,CLASSE MOYENNE,3497.11,1073.534,76.691,8886.694,13936.678,0,160.039
53,7000,GRAND PUBLIC,4401.54,569.712,817.538,759.809,23758.827,1,0
32,7000,CLASSE MOYENNE,4186.01,1766.608,10.724,0,64783.167,1,0
26,7000,CLASSE MOYENNE,1435.47,2153.572,4936.204,34956.856,56028.284,1,0
47,7000,HAUT DE GAMME,3561.69,5336.278,0,28505.191,140040.912,1,0
54,7000,HAUT DE GAMME,2145.5,38390.109,755.432,0,50329.61,1,0
62,7150,TRE,3930.5,2347.252,14.927,0,14333.853,1,0
71,7150,HAUT DE GAMME,2952.57,16661.9467,42212.63775,10128.883,188723.466,1,0
23,7000,HAUT DE GAMME,3959.89,11379.667,5095.846,57157.834,41542.712,1,0
59,7000,CLASSE MOYENNE,4365.37,2091.474,230.044,0,90922.447,1,0
36,7000,HAUT DE GAMME,4566.48,4317.223,339.903,6553.769,26879.527,1,0
48,7000,CLASSE MOYENNE,4439.65,1526.433,0,0,35575.911,1,0
69,7000,CLASSE MOYENNE,5112.05,1920.387,17.883,700.578,58620.267,1,0
71,7000,CLASSE MOYENNE,5666.63,1116.75,3.104,2435.836,33641.48,1,0
68,7000,HAUT DE GAMME,3810.61,5351.857,10842.588,67468.919,12398.488,1,0
67,7000,CLASSE MOYENNE,2860.9,2382.527,312.347,21525.418,40250.233,1,0
47,7000,CLASSE MOYENNE,5069.76,3689.828,11074.026,5277.08,16241.579,1,0
74,7000,HAUT DE GAMME,2349.53,10312.145,9103.591,42209.596,98400.476,1,0
30,7000,CLASSE MOYENNE,1499.55,9084.741,64.885,21256.179,33803.896,1,0
66,7000,CLASSE MOYENNE,1470.52,1899.772,0,0,49374.099,1,0
20,7000,GRAND PUBLIC,1026.55,354.395,309.992,0,15450.754,1,0
44,7000,CLASSE MOYENNE,2106,2388.203,0,8823.57,62481.289,0,585.062
66,7000,HAUT DE GAMME,4096,5351.857,10842.588,67468.919,12398.488,0,1003.295
40,7000,CLASSE MOYENNE,1360,2164.831,761.126,0,26261.923,0,307.264
53,7000,CLASSE MOYENNE,1036,674.489,1473.543,0,37574.648,0,718.307
59,7000,HAUT DE GAMME,3994,3119.476,17193.912,0,119880.488,0,1122.081
57,7000,CLASSE MOYENNE,3022.18,4227.292,3599.819,4052.868,91090.431,1,0
46,7000,CLASSE MOYENNE,2048.48,2638.289,3766.958,0,59515.188,1,0
22,7000,CLASSE MOYENNE,5536.72,2707.854,0,4919.517,25026.708,1,0
34,7000,CLASSE MOYENNE,2772.15,1512.143,92.353,5081.514,51898.353,1,0
21,7000,CLASSE MOYENNE,1885.05,3331.948,75.804,8775.223,21385.927,1,0
38,7000,HAUT DE GAMME,924.63,17007.315,6883.09,0,197004.621,1,0
38,7000,CLASSE MOYENNE,4901.74,1934.946,0,2831.208,33898.854,1,0
29,7000,CLASSE MOYENNE,3996,1957.933,71802.013,0,46773.264,1,0
48,7000,CLASSE MOYENNE,2297.93,3985.654,1070.881,27676.793,50069.375,1,0
46,7000,CLASSE MOYENNE,862.45,1473.532,5924.459,4423.434,16571.036,1,0
68,7000,HAUT DE GAMME,4964.32,6331.104,20643.343,0,62583.944,1,0
37,7000,CLASSE MOYENNE,3047.46,2820.475,1174.91,0,6794.696,1,0
52,7000,CLASSE MOYENNE,974.16,2707.854,0,4919.517,25026.708,1,0
44,7000,CLASSE MOYENNE,3126.5,7485.484,48059.794,1860.038,6953.035,1,0
56,7000,GRAND PUBLIC,2000,9941.708,769.377,0,660.66,0,80
37,7000,HAUT DE GAMME,2000,10410.936,10253.949,0,12234.396,0,80
49,7000,CLASSE MOYENNE,1182,573.805,15.905,0,48428.952,0,967.009
44,7000,CLASSE MOYENNE,1206,1582.849,47.406,0,15795.827,0,202.33
50,7000,CLASSE MOYENNE,1766,3049.31,0,10333.788,39877.284,0,510.55
42,7150,TRE,8000,2873.716,0,0,68383.713,0,327.473
38,7000,GRAND PUBLIC,2793,659.666,3917.189,0,35763.648,0,281.442
35,7000,CLASSE MOYENNE,1391,1959.372,0,0,43979.841,0,514.795
37,7000,CLASSE MOYENNE,1350,1228.775,2135.301,3236.026,39194.701,0,531.402
54,7000,CLASSE MOYENNE,3000,1532.396,19.638,4669.68,15504.204,0,155.775
44,7000,CLASSE MOYENNE,,729.395,79.567,0,18222.522,0,80
57,7000,CLASSE MOYENNE,1329,1280.103,146.534,0,48822.66,0,924.791
45,7000,HAUT DE GAMME,2500,2569.865,989.199,3332.568,76268.4,0,757.542
68,7000,HAUT DE GAMME,3000,4490.904,79308.142,0,54917.788,0,645.049
33,7000,HAUT DE GAMME,0,38763.392,202763.058,9045.859,242350.357,0,4110.728
44,7000,CLASSE MOYENNE,716,2101.342,597.282,0,18655.759,0,218.774
47,7000,HAUT DE GAMME,2224,4374.816,4430.632,12180.667,108808.427,0,1571.008
53,7000,GRAND PUBLIC,1500,1781.024,9472.756,889.828,49234.496,0,472.495
67,7000,CLASSE MOYENNE,1407,1641.107,1160.501,0,32869.092,0,576.853
48,7000,CLASSE MOYENNE,5200,12049.465,22.997,0,84289.573,0,637.728
41,7000,CLASSE MOYENNE,2331,3478.285,0,0,69921.864,0,562.475
53,7000,HAUT DE GAMME,2096,7304.276,8846.174,0,43878.748,0,410.705
40,7000,HAUT DE GAMME,980,6331.104,20643.343,0,62583.944,0,976.31
35,7000,HAUT DE GAMME,3500,15814.595,20308.742,28237.482,141137.409,0,1939.326
52,7000,CLASSE MOYENNE,1051,1116.75,3.104,2435.836,33641.48,0,535.109
53,7000,CLASSE MOYENNE,2000,2205.437,128.286,0,36185.48,0,338.696
34,7000,CLASSE MOYENNE,1569,1781.815,1115.119,0,63388.818,0,665.057
34,7000,CLASSE MOYENNE,1469,1458.605,0,0,44579.284,0,532.036
57,7000,HAUT DE GAMME,2500,6511.763,10429.372,0,233057.642,0,2908.559
39,7000,CLASSE MOYENNE,1977,1237.433,8586.736,0,64346.324,0,501.901
